HORIZ_ANG;ZENITH_ANG;HOR_AN_GEO;ZEN_AN_INV
89,999999803996772;69,874200132720730;0,000000196003228;20,125799867279270
88,999999092440774;69,858397717494938;1,000000907559226;20,141602282505062
88,000000054351631;69,830917332514076;1,999999945648369;20,169082667485924
86,999999292823489;69,776349520349768;3,000000707176511;20,223650479650232
85,999999121229408;69,722739234454977;4,000000878770592;20,277260765545023
85,000001566662775;69,599656891586008;4,999998433337225;20,400343108413992
83,999999144235886;69,475003124166037;6,000000855764114;20,524996875833963
83,000000481835883;69,386053018646948;6,999999518164117;20,613946981353052
81,999998378108913;69,348768200737766;8,000001621891087;20,651231799262234
80,999997964766479;69,320634977979807;9,000002035233521;20,679365022020193
79,999999160463460;69,359116030002255;10,000000839536540;20,640883969997745
78,999998687740401;69,387666889635156;11,000001312259599;20,612333110364844
78,000001659191000;69,420817907641165;11,999998340809000;20,579182092358835
76,999998039716303;69,457071806042080;13,000001960283697;20,542928193957920
76,000000266329067;69,489891778528886;13,999999733670933;20,510108221471114
75,000000721520280;69,523491179905420;14,999999278479720;20,476508820094580
74,000000006774272;69,558827197519975;15,999999993225728;20,441172802480025
72,999997826859698;69,598585206878369;17,000002173140302;20,401414793121631
72,000001674080892;69,638808247720903;17,999998325919108;20,361191752279097
70,999998750950837;69,764267900687614;19,000001249049163;20,235732099312386
69,999997793785511;69,986883634534024;20,000002206214489;20,013116365465976
68,999998166808581;70,177583918915289;21,000001833191419;19,822416081084711
68,000002770351955;70,397112460872762;21,999997229648045;19,602887539127238
66,999999351784467;70,615939056949230;23,000000648215533;19,384060943050770
66,000000379585444;70,723324754065914;23,999999620414556;19,276675245934086
64,999999002590400;70,945322218312171;25,000000997409600;19,054677781687829
63,999999688238958;71,154542288346846;26,000000311761042;18,845457711653154
63,000000560885532;71,338244856269668;26,999999439114468;18,661755143730332
62,000000971322287;71,492608897267218;27,999999028677713;18,507391102732782
61,000000891201779;71,709739365834366;28,999999108798221;18,290260634165634
59,999999901130792;72,025077075049921;30,000000098869208;17,974922924950079
58,999997858135863;72,324604563379424;31,000002141864137;17,675395436620576
58,000002402792980;72,600265247384144;31,999997597207020;17,399734752615856
57,000000660076218;72,884108240157005;32,999999339923782;17,115891759842995
55,999999711026788;73,257205972842499;34,000000288973212;16,742794027157501
55,000000710659997;73,535280062034005;34,999999289340003;16,464719937965995
54,000001378625768;73,839749470726616;35,999998621374232;16,160250529273384
53,000001651543862;74,296664614558964;36,999998348456138;15,703335385441036
52,000000415577816;74,642751768929628;37,999999584422184;15,357248231070372
51,000000413733240;74,974363761433040;38,999999586266760;15,025636238566960
50,000001042242907;75,304214047648003;39,999998957757093;14,695785952351997
48,999999834806225;75,630622064698386;41,000000165193775;14,369377935301614
48,000000864541349;76,019899890181989;41,999999135458651;13,980100109818011
47,000000539296522;76,427097930809026;42,999999460703478;13,572902069190974
45,999998845574240;76,494845232926536;44,000001154425760;13,505154767073464
45,000001297366929;76,553401160181053;44,999998702633071;13,446598839818947
43,999999476216729;76,638394438356102;46,000000523783271;13,361605561643898
43,000000697619434;76,695131608667722;46,999999302380566;13,304868391332278
41,999999725861478;76,882207435401824;48,000000274138522;13,117792564598176
40,999999297372518;76,990636178933997;49,000000702627482;13,009363821066003
39,999998913252263;77,078500903970081;50,000001086747737;12,921499096029919
39,000001604892645;77,220997636993005;50,999998395107355;12,779002363006995
38,000000153755167;77,338128818719142;51,999999846244833;12,661871181280858
36,999998538245272;77,470490245744216;53,000001461754728;12,529509754255784
35,999999916631296;77,707352817290598;54,000000083368704;12,292647182709402
35,000000381015425;77,937243745143462;54,999999618984575;12,062756254856538
33,999999625061193;78,154388524969505;56,000000374938807;11,845611475030495
32,999999631018646;78,313426699518260;57,000000368981354;11,686573300481740
31,999998537077452;78,481348441661808;58,000001462922548;11,518651558338192
31,000001653126006;78,846237994940225;58,999998346873994;11,153762005059775
29,999998643770947;79,251881556185069;60,000001356229049;10,748118443814931
29,000000269171125;79,596404952312838;60,999999730828875;10,403595047687162
