HORIZ_ANG;ZENITH_ANG;HOR_AN_GEO;ZEN_AN_INV
89,999999846105041;58,978862275669613;0,000000153894959;31,021137724330387
89,000001466913545;59,043407734759384;0,999998533086455;30,956592265240616
88,000000335060918;59,133300157383204;1,999999664939082;30,866699842616796
87,000000288059766;59,314566427765996;2,999999711940234;30,685433572234004
85,999998780439398;59,529657371971084;4,000001219560602;30,470342628028916
85,000001593338851;59,817096463743070;4,999998406661149;30,182903536256930
83,999999654542037;60,135513771555424;6,000000345457963;29,864486228444576
83,000000247925954;59,950442880432036;6,999999752074046;30,049557119567964
82,000000657731874;59,394514105400447;7,999999342268126;30,605485894599553
80,999997933148705;58,893601850487151;9,000002066851295;31,106398149512849
80,000000074523356;58,386690877902382;9,999999925476644;31,613309122097618
78,999998655516876;57,621954102806072;11,000001344483124;32,378045897193928
78,000001565893285;56,856311053955878;11,999998434106715;33,143688946044122
76,999998006886187;56,085092896897244;13,000001993113813;33,914907103102756
76,000000233270740;55,294381391837533;13,999999766729260;34,705618608162467
74,999997331654882;54,564918682094529;15,000002668345118;35,435081317905471
73,999999973160485;54,201481724612826;16,000000026839515;35,798518275387174
72,999997793005065;53,836327470139544;17,000002206994935;36,163672529860456
72,000001387841920;53,609032121657187;17,999998612158080;36,390967878342813
70,999998764026401;53,411949869746643;19,000001235973599;36,588050130253357
69,999999751249220;53,336617254054602;20,000000248750780;36,663382745945398
69,000001267828438;53,184531919631006;20,999998732171562;36,815468080368994
67,999999561245446;53,158288422595795;22,000000438754554;36,841711577404205
67,000000595710148;53,089220242225153;22,999999404289852;36,910779757774847
66,000001343993134;53,041309201538439;23,999998656006866;36,958690798461561
65,000000028261667;53,025655299028273;24,999999971738333;36,974344700971727
64,000000874551844;53,042836908381375;25,999999125448156;36,957163091618625
62,999998619235782;53,116837114514112;27,000001380764218;36,883162885485888
61,999997405830840;53,205615222007211;28,000002594169160;36,794384777992789
61,000001238633246;53,289672108819254;28,999998761366754;36,710327891180746
60,000000313976138;53,399332293398004;29,999999686023862;36,600667706601996
58,999999024583062;53,477156483258312;31,000000975416938;36,522843516741688
57,999998236558142;53,667268484023168;32,000001763441858;36,332731515976832
57,000002601196144;53,865942088080089;32,999997398803856;36,134057911919911
56,000000197664654;54,114503402168417;33,999999802335346;35,885496597831583
54,999999699012690;54,459006598294494;35,000000300987310;35,540993401705506
53,999997952899612;54,803903727644162;36,000002047100388;35,196096272355838
52,999998592468430;55,180527244624038;37,000001407531570;34,819472755375962
51,999998577724170;55,655693909193211;38,000001422275830;34,344306090806789
50,999999855139485;56,121706571636885;39,000000144860515;33,878293428363115
49,999997868960314;56,594212340386733;40,000002131039686;33,405787659613267
49,000001961037007;57,262483503801015;40,999998038962993;32,737516496198985
48,000000125664997;57,304944652024275;41,999999874335003;32,695055347975725
47,000000270979470;57,150160382581419;42,999999729020530;32,849839617418581
