,EDOP,NDOP,HDOP,VDOP,TDOP,GDOP
0,,,,,,
1,,,,,,
2,0.726456593772976,0.9333486100609206,1.1827420727017735,0.42698071756528877,0.17965573041140126,1.2702234154593082
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,0.631704816369132,0.8673650848526266,1.0730205801592825,0.2803564202726615,0.13265241945407832,1.1169465306004962
8,,,,,,
9,0.6471232704126293,0.8820818566473829,1.0940004245593469,0.28049750527541784,0.11965270816737429,1.1357079510039325
10,,,,,,
11,,,,,,
12,,,,,,
13,0.9158524165785383,1.2674723223303777,1.5637364665525675,0.43773763540407107,0.32967343817636163,1.656976327566112
14,,,,,,
15,1.051137773659895,1.2156888557698595,1.607106098942354,1.0032799702139317,0.5718612490760633,1.9789861040656689
16,0.987335966053251,1.1611185419900862,1.5241484764994158,0.9723900662804774,0.5112738402066721,1.8788219604571688
17,0.8509175080340469,1.1475822906309698,1.42863771448492,0.46717090376036485,0.28914162180096725,1.5306394905485308
18,,,,,,
19,0.803851418371558,1.0797705413191727,1.3461357749939882,0.4382391648801926,0.24349788868547362,1.4364631259269542
20,0.710508970949896,0.9227992058814188,1.1646378716904484,0.41022164863115756,0.13236858014291286,1.241847258800523
