,EDOP,NDOP,HDOP,VDOP,TDOP,GDOP
0,,,,,,
1,,,,,,
2,0.8847308215190381,1.0464383305335032,1.3703217892726867,0.8318204173962549,0.2993212608303464,1.6307361007035583
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,0.7273333304038894,0.9051338784326228,1.161155076379936,0.40356178316122115,0.18232570477941545,1.242733232377114
8,,,,,,
9,0.7431938927900977,0.905086542102791,1.1711186152461615,0.4000926234330943,0.1873342447883176,1.2516736945274802
10,,,,,,
11,,,,,,
12,,,,,,
13,0.9313400497263707,1.2437250855059694,1.5537845334991431,0.6390988974486291,0.3028667619355963,1.7071678455109667
14,,,,,,
15,1.0091918488356704,1.370168007584437,1.7017134179303706,1.139100874866739,0.46476642804444873,2.0998540883889123
16,0.9249656745679146,1.2746007043946501,1.5748550583378191,0.8608180265722688,0.4138826470316609,1.841867252317041
17,0.9869747676058737,1.2815223083138352,1.6175347348964995,1.0677939384523976,0.4900528944525901,1.9991884235743596
18,,,,,,
19,0.8579941764874571,1.0175438357826248,1.3309956666441882,0.5544468775064187,0.23743059454490448,1.4612782390182137
20,0.6988384590608943,0.9675082468167071,1.1935021573172557,0.40574579161153146,0.1866090004218013,1.2743233365083744
