,EDOP,NDOP,HDOP,VDOP,TDOP,GDOP
0,,,,,,
1,,,,,,
2,0.8698497171193554,1.6753931083659328,1.8877448444990348,0.9413790615153378,0.2790122068701536,2.127821173636247
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,0.8087510877298024,1.2373341794638697,1.4781996460470646,0.42425316350054026,0.24936048536095143,1.5579619995280156
8,,,,,,
9,0.8212848422666434,1.3874280585463632,1.6122857717472656,0.6522938184214411,0.22473210637243932,1.75369813678526
10,,,,,,
11,,,,,,
12,,,,,,
13,0.9382144493244023,1.459604306926355,1.7351343134521477,0.5619642512627914,0.321256188814135,1.8519450435333629
14,,,,,,
15,1.1015301682661878,1.824581370638012,2.131306146399391,1.2719093215206938,0.7779393185738672,2.601039944951678
16,1.1084582440018844,1.7884337398065635,2.104085293036913,1.2221427577368238,0.7143676141007742,2.5359670598686477
17,1.7268121254871416,1.8560021757417315,2.535078735086439,2.852825141994216,1.2149572490896288,4.0051662388716425
18,,,,,,
19,1.1485784674310768,1.5963487531530718,1.9666117658398385,0.7590736669674335,0.6170187362283275,2.1964668880454075
20,0.9496379843838701,1.1564328408405293,1.4963787009841982,0.4539742601271851,0.34235160813249194,1.6007643390605892
