,EDOP,NDOP,HDOP,VDOP,TDOP,GDOP
0,,,,,,
1,,,,,,
2,0.7313108526190999,1.715935984410977,1.8652752788140798,1.529713613085455,1.7517281559108293,2.981245903313689
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,0.6864668159760134,0.8440125091117195,1.087930974360647,0.2672954610114609,0.25853059841428716,1.1497298546906944
8,,,,,,
9,0.7615843087405162,0.9065097513758384,1.1839639304722311,0.4344336099800105,0.32286353472743357,1.301823341393221
10,,,,,,
11,,,,,,
12,,,,,,
13,0.7612180867564341,1.0956151892425343,1.3341010525833792,0.3905876602911303,0.4749795402335829,1.4690098374470764
14,,,,,,
15,1.056139143377761,1.9752575307153384,2.2398821850316963,2.1445840109296053,2.695352404432735,4.108678299263476
16,1.6721512791163895,2.67037915582077,3.150716543279104,2.6165626784839637,3.7941050825372717,5.582888890517432
17,2.3659469604432473,1.9768104401611388,3.0830965823276952,2.9575788977304414,3.9581471263623342,5.824060966902006
18,,,,,,
19,0.8155914107828725,1.014127789853366,1.3014009848988393,0.4189707743469558,0.39408434800552045,1.4228434582186098
20,0.7784196664648363,0.918705846396441,1.2041418559880013,0.3540103877181956,0.25123136804119023,1.2799992829070115
